player,year,pos,college,dob,age_season_start,height,weight,years_exp,team,rec_tgt,rec,rec_yds,rec_td,rush_att,rush_yds,rush_td,fum,total_yds,games_played,games_started,share_rec_tgt,share_rec,share_rec_yds,share_rec_td,share_rush_att,share_rush_yds,share_rush_td,catch_rate,yds_per_catch,rec_yds_per_game,rec_per_game,tgt_per_game,yds_per_rush,rush_att_per_game,rush_yds_per_game,fpts_standard,fpts_half_ppr,fpts_ppr,fpts_ppr_f1,adp,adp_f1,depth,depth_f1,is_majorly_injured
tj graham,2015,WR,North Carolina St.,1989-07-04,26.17808219178082,74,210,3,['NO'],4,4,24,0,0,0,0,0.0,24,4,1,0.006033182503770739,0.008695652173913044,0.004610951008645533,0.0,0.0,0.0,0.0,1.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,2.4,4.4,6.4,0.0,9999.0,9999.0,3.0,3.0,0
tj hockenson,2019,TE,Iowa,1997-07-03,22.17808219178082,77,248,0,['DET'],59,32,367,2,0,0,0,0.0,367,12,7,0.10805860805860806,0.093841642228739,0.08813640730067243,0.07407407407407407,0.0,0.0,0.0,0.5424,11.47,30.6,2.67,4.92,0.0,0.0,0.0,48.7,64.7,80.7,174.3,149.7,151.5,2.0,2.0,0
tj hockenson,2020,TE,Iowa,1997-07-03,23.18082191780822,77,248,1,['DET'],101,67,723,6,1,0,0,1.0,723,16,16,0.18100358422939067,0.18010752688172044,0.16473000683527,0.2222222222222222,0.003003003003003003,0.0,0.0,0.6634,10.79,45.2,4.19,6.31,0.0,0.06,0.0,107.3,140.8,174.3,143.3,151.5,55.7,2.0,1.0,0
tj hockenson,2021,TE,Iowa,1997-07-03,24.18082191780822,77,248,2,['DET'],83,61,583,4,0,0,0,0.0,583,12,12,0.14795008912655971,0.15521628498727735,0.15091897488998188,0.18181818181818182,0.0,0.0,0.0,0.7349,9.56,48.6,5.08,6.92,0.0,0.0,0.0,82.3,112.8,143.3,212.4,55.7,88.9,1.0,1.0,0
tj hockenson,2022,TE,Iowa,1997-07-03,25.18082191780822,77,248,3,"['DET', 'MIN']",129,86,914,6,0,0,0,1.0,914,17,14,0.10540710398469413,0.1010850206224222,0.09844291581512893,0.10172413793103449,0.0,0.0,0.0,0.6667,10.63,53.8,5.06,7.59,0.0,0.0,0.0,126.4,169.4,212.4,220.0,88.9,45.0,1.0,1.0,0
tj hockenson,2023,TE,Iowa,1997-07-03,26.18082191780822,77,248,4,['MIN'],127,95,960,5,0,0,0,1.0,960,15,11,0.20957095709570958,0.2240566037735849,0.20425531914893616,0.16666666666666666,0.0,0.0,0.0,0.748,10.11,64.0,6.33,8.47,0.0,0.0,0.0,125.0,172.5,220.0,86.5,45.0,123.0,1.0,3.0,0
tj hockenson,2024,TE,Iowa,1997-07-03,27.183561643835617,77,248,5,['MIN'],62,41,455,0,0,0,0,0.0,455,10,9,0.11992263056092843,0.11263736263736264,0.1039050011418132,0.0,0.0,0.0,0.0,0.6613,11.1,45.5,4.1,6.2,0.0,0.0,0.0,45.5,66.0,86.5,0.0,123.0,9999.0,3.0,3.0,0
tj houshmandzadeh,2009,WR,"Cerritos (CA),Oregon St.",1977-09-26,31.953424657534246,74,200,8,['SEA'],135,79,911,3,0,0,0,2.0,911,16,16,0.22462562396006655,0.21351351351351353,0.24345269909139497,0.15,0.0,0.0,0.0,0.5852,11.53,56.9,4.94,8.44,0.0,0.0,0.0,107.1,146.6,186.1,86.8,9999.0,9999.0,3.0,3.0,0
tj houshmandzadeh,2010,WR,"Cerritos (CA),Oregon St.",1977-09-26,32.95342465753425,74,200,9,['BAL'],57,30,398,3,0,0,0,1.0,398,16,2,0.11632653061224489,0.09771986970684039,0.11006637168141593,0.12,0.0,0.0,0.0,0.5263,13.27,24.9,1.87,3.56,0.0,0.0,0.0,56.8,71.8,86.8,31.6,9999.0,9999.0,3.0,3.0,0
tj houshmandzadeh,2011,WR,"Cerritos (CA),Oregon St.",1977-09-26,33.95342465753425,74,200,10,['LV'],19,11,146,1,0,0,0,0.0,146,9,0,0.036608863198458574,0.03492063492063492,0.035462715569589506,0.05,0.0,0.0,0.0,0.5789,13.27,16.2,1.22,2.11,0.0,0.0,0.0,20.6,26.1,31.6,0.0,9999.0,9999.0,3.0,3.0,0
tj jones,2015,WR,Notre Dame,1992-07-19,23.134246575342466,72,190,1,['DET'],18,10,132,1,1,-3,0,2.0,129,10,0,0.028985507246376812,0.02386634844868735,0.029536809129559187,0.030303030303030304,0.003246753246753247,-0.002626970227670753,0.0,0.5556,13.2,13.2,1.0,1.8,-3.0,0.1,-0.3,16.9,21.9,26.9,14.3,9999.0,9999.0,3.0,2.0,0
tj jones,2016,WR,Notre Dame,1992-07-19,24.136986301369863,72,190,1,['DET'],14,5,93,0,0,0,0,0.0,93,3,0,0.02413793103448276,0.01288659793814433,0.021492951236422465,0.0,0.0,0.0,0.0,0.3571,18.6,31.0,1.67,4.67,0.0,0.0,0.0,9.3,11.8,14.3,74.9,296.0,265.0,2.0,2.0,0
tj jones,2017,WR,Notre Dame,1992-07-19,25.136986301369863,72,190,2,['DET'],49,30,399,1,0,0,0,1.0,399,14,6,0.0873440285204991,0.08108108108108109,0.08956228956228957,0.03571428571428571,0.0,0.0,0.0,0.6122,13.3,28.5,2.14,3.5,0.0,0.0,0.0,44.9,59.9,74.9,50.0,265.0,256.0,2.0,2.0,0
tj jones,2018,WR,Notre Dame,1992-07-19,26.136986301369863,72,190,3,['DET'],27,19,190,2,0,0,0,0.0,190,15,3,0.048214285714285716,0.05080213903743316,0.04956952778502478,0.09523809523809523,0.0,0.0,0.0,0.7037,10.0,12.7,1.27,1.8,0.0,0.0,0.0,31.0,40.5,50.0,9.8,256.0,379.0,2.0,3.0,0
tj jones,2019,WR,Notre Dame,1992-07-19,27.136986301369863,72,190,4,['NYG'],4,3,38,1,0,0,0,3.0,38,3,0,0.006802721088435374,0.007978723404255319,0.009336609336609337,0.03333333333333333,0.0,0.0,0.0,0.75,12.67,12.7,1.0,1.33,0.0,0.0,0.0,6.800000000000001,8.3,9.8,0.0,379.0,9999.0,3.0,3.0,0
tj logan,2018,RB,North Carolina,1994-09-03,24.01095890410959,71,195,0,['ARI'],7,7,37,0,2,2,0,0.0,39,10,0,0.014767932489451477,0.024734982332155476,0.012829403606102635,0.0,0.006060606060606061,0.001670843776106934,0.0,1.0,5.29,3.7,0.7,0.7,1.0,0.2,0.2,3.9000000000000004,7.4,10.9,4.3,277.0,425.0,3.0,3.0,0
tj logan,2019,RB,North Carolina,1994-09-03,25.01095890410959,71,195,1,['TB'],3,2,13,0,3,10,0,0.0,23,12,0,0.004942339373970346,0.005249343832020997,0.002536090518923137,0.0,0.008670520231213872,0.007861635220125786,0.0,0.6666,6.5,1.1,0.17,0.25,3.33,0.25,0.8,2.3,3.3,4.3,0.0,425.0,9999.0,3.0,3.0,0
tj yeldon,2015,RB,Alabama,1993-10-02,21.92876712328767,73,223,0,['JAX'],46,36,279,1,182,740,2,0.0,1019,12,12,0.07692307692307693,0.10198300283286119,0.06327965525062372,0.02857142857142857,0.6046511627906976,0.6362854686156492,0.6666666666666666,0.7826,7.75,23.2,3.0,3.83,4.07,15.17,61.7,119.9,137.9,155.9,137.7,58.1,90.4,1.0,2.0,0
tj yeldon,2016,RB,Alabama,1993-10-02,22.931506849315067,73,223,1,['JAX'],68,50,312,1,130,465,1,2.0,777,15,13,0.10932475884244373,0.1358695652173913,0.07989756722151088,0.043478260869565216,0.39039039039039036,0.3649921507064364,0.2,0.7353,6.24,20.8,3.33,4.53,3.58,8.67,31.0,87.7,112.7,137.7,87.7,90.4,207.0,2.0,3.0,0
tj yeldon,2017,RB,Alabama,1993-10-02,23.931506849315067,73,223,2,['JAX'],41,30,224,0,49,253,2,2.0,477,10,0,0.07930367504835589,0.0949367088607595,0.060279870828848225,0.0,0.1053763440860215,0.1300771208226221,0.125,0.7317,7.47,22.4,3.0,4.1,5.16,4.9,25.3,57.7,72.7,87.7,174.1,207.0,162.0,3.0,2.0,0
tj yeldon,2018,RB,Alabama,1993-10-02,24.931506849315067,73,223,3,['JAX'],77,55,487,4,104,414,1,1.0,901,14,5,0.14694656488549618,0.16717325227963525,0.14194112503643252,0.26666666666666666,0.30678466076696165,0.33522267206477735,0.16666666666666666,0.7143,8.85,34.8,3.93,5.5,3.98,7.43,29.6,119.1,146.6,174.1,30.7,162.0,279.0,2.0,2.0,0
tj yeldon,2019,RB,Alabama,1993-10-02,25.931506849315067,73,223,4,['BUF'],15,13,124,0,17,63,0,1.0,187,6,0,0.031055900621118012,0.0436241610738255,0.035683453237410075,0.0,0.0480225988700565,0.040697674418604654,0.0,0.8667,9.54,20.7,2.17,2.5,3.71,2.83,10.5,17.7,24.2,30.7,15.2,279.0,313.0,2.0,2.0,0
tj yeldon,2020,RB,Alabama,1993-10-02,26.934246575342467,73,223,5,['BUF'],4,1,22,1,10,70,0,1.0,92,3,0,0.007017543859649123,0.0024509803921568627,0.004620877966813695,0.02564102564102564,0.033003300330033,0.053516819571865444,0.0,0.25,22.0,7.3,0.33,1.33,7.0,3.33,23.3,14.2,14.7,15.2,0.0,313.0,9999.0,2.0,3.0,0
tobais palmer,2013,WR,North Carolina St.,1990-02-20,23.545205479452054,71,178,0,['JAX'],0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,3.0,3.0,0
toben opurum,2015,FB,Kansas,1990-11-18,24.802739726027397,73,250,0,['NO'],0,0,0,0,0,0,0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,3.0,3.0,0
toby gerhart,2010,RB,Stanford,1987-03-28,23.446575342465753,72,234,0,['MIN'],29,21,167,0,81,322,1,3.0,489,15,1,0.05765407554671968,0.06885245901639345,0.05019537120529005,0.0,0.20300751879699247,0.18389491719017703,0.07142857142857142,0.7241,7.95,11.1,1.4,1.93,3.98,5.4,21.5,51.900000000000006,62.400000000000006,72.9,118.1,9999.0,9999.0,3.0,3.0,0
toby gerhart,2011,RB,Stanford,1987-03-28,24.446575342465753,72,234,1,['MIN'],28,23,190,3,109,531,1,1.0,721,16,5,0.05622489959839357,0.08070175438596491,0.0585335797905114,0.15,0.28534031413612565,0.279768177028451,0.06666666666666667,0.8214,8.26,11.9,1.44,1.75,4.87,6.81,33.2,95.1,106.6,118.1,56.4,9999.0,9999.0,2.0,2.0,0
toby gerhart,2012,RB,Stanford,1987-03-28,25.44931506849315,72,234,2,['MIN'],27,20,155,0,50,169,1,2.0,324,16,0,0.056485355648535567,0.06688963210702341,0.05254237288135593,0.0,0.11764705882352941,0.0709487825356843,0.07142857142857142,0.7407,7.75,9.7,1.25,1.69,3.38,3.12,10.6,36.4,46.4,56.4,61.1,9999.0,9999.0,2.0,2.0,0
toby gerhart,2013,RB,Stanford,1987-03-28,26.44931506849315,72,234,3,['MIN'],19,13,88,0,36,283,2,1.0,371,14,0,0.03544776119402985,0.04,0.024142661179698217,0.0,0.09703504043126684,0.15109450080085424,0.1111111111111111,0.6842,6.77,6.3,0.93,1.36,7.86,2.57,20.2,48.1,54.6,61.1,10.0,9999.0,9999.0,2.0,1.0,0
toby gerhart,2014,FB,Stanford,1987-03-28,27.44931506849315,72,234,4,['JAX'],1,1,8,0,10,32,1,1.0,40,14,7,0.0018083182640144665,0.003076923076923077,0.002318840579710145,0.0,0.03322259136212625,0.02691337258200168,0.1111111111111111,0.9999,8.0,0.6,0.07,0.07,3.2,0.71,2.3,9.0,9.5,10.0,72.2,38.4,9999.0,3.0,3.0,0
toby gerhart,2014,RB,Stanford,1987-03-28,27.44931506849315,72,234,4,['JAX'],23,19,178,0,92,294,1,0.0,472,14,7,0.04159132007233273,0.05846153846153846,0.051594202898550726,0.0,0.30564784053156147,0.24726661059714045,0.1111111111111111,0.8261,9.37,12.7,1.36,1.64,3.2,6.57,21.0,53.2,62.7,72.2,9.7,38.4,9999.0,1.0,3.0,0
toby gerhart,2015,RB,Stanford,1987-03-28,28.44931506849315,72,234,5,['JAX'],5,3,23,0,20,44,0,0.0,67,7,1,0.008361204013377926,0.0084985835694051,0.0052166024041732815,0.0,0.0664451827242525,0.037833190025795355,0.0,0.6,7.67,3.3,0.43,0.71,2.2,2.86,6.3,6.7,8.2,9.7,0.0,9999.0,9999.0,3.0,3.0,0
todd gurley,2015,RB,Georgia,1994-08-03,21.09315068493151,73,224,0,['LAR'],26,21,188,0,229,1106,10,3.0,1294,13,12,0.05555555555555555,0.07692307692307693,0.06390210740992522,0.0,0.5725,0.5727602278612118,0.6666666666666666,0.8077,8.95,14.5,1.62,2.0,4.83,17.61,85.1,186.4,196.9,207.4,198.2,54.9,2.4,2.0,1.0,0
todd gurley,2016,RB,Georgia,1994-08-03,22.095890410958905,73,224,1,['LAR'],58,43,327,0,278,885,6,2.0,1212,16,16,0.10943396226415095,0.13782051282051283,0.09870208270449743,0.0,0.8034682080924855,0.7462057335581788,0.8571428571428571,0.7414,7.6,20.4,2.69,3.62,3.18,17.37,55.3,155.2,176.7,198.2,382.3,2.4,16.8,1.0,1.0,0
todd gurley,2017,RB,Georgia,1994-08-03,23.095890410958905,73,224,2,['LAR'],87,64,788,6,279,1305,13,5.0,2093,15,15,0.17058823529411765,0.2,0.19543650793650794,0.21428571428571427,0.6690647482014388,0.6853991596638656,0.8125,0.7356,12.31,52.5,4.27,5.8,4.68,18.6,87.0,318.3,350.3,382.3,367.1,16.8,1.4,1.0,1.0,0
todd gurley,2018,RB,Georgia,1994-08-03,24.095890410958905,73,224,3,['LAR'],81,59,580,4,256,1251,17,1.0,1831,14,14,0.14835164835164835,0.16076294277929154,0.12293344637558287,0.125,0.6274509803921569,0.5875998121183654,0.8095238095238095,0.7284,9.83,41.4,4.21,5.79,4.89,18.28,89.4,308.1,337.6,367.1,218.4,1.4,11.4,1.0,1.0,0
todd gurley,2019,RB,Georgia,1994-08-03,25.095890410958905,73,224,4,['LAR'],49,31,207,2,223,857,12,3.0,1064,15,15,0.08032786885245902,0.07828282828282829,0.04455445544554455,0.09090909090909091,0.6109589041095891,0.5861833105335157,0.6666666666666666,0.6327,6.68,13.8,2.07,3.27,3.84,14.87,57.1,187.4,202.9,218.4,161.2,11.4,33.3,1.0,1.0,0
todd gurley,2020,RB,Georgia,1994-08-03,26.0986301369863,73,224,5,['ATL'],34,25,164,0,195,678,9,2.0,842,15,15,0.05619834710743802,0.061274509803921566,0.0354978354978355,0.0,0.5186170212765957,0.47018030513176146,0.8181818181818182,0.7353,6.56,10.9,1.67,2.27,3.48,13.0,45.2,136.2,148.7,161.2,0.0,33.3,9999.0,1.0,3.0,0
todd heap,2009,TE,Arizona St.,1980-03-16,29.482191780821918,77,252,8,['BAL'],75,53,593,6,1,2,0,1.0,595,16,16,0.14910536779324055,0.16614420062695925,0.16304646686829805,0.2857142857142857,0.002352941176470588,0.000946521533364884,0.0,0.7067,11.19,37.1,3.31,4.69,2.0,0.06,0.1,94.5,121.0,147.5,128.9,9999.0,9999.0,3.0,3.0,0
todd heap,2010,TE,Arizona St.,1980-03-16,30.482191780821918,77,252,9,['BAL'],64,40,599,5,0,0,0,1.0,599,13,13,0.1306122448979592,0.13029315960912052,0.16565265486725664,0.2,0.0,0.0,0.0,0.625,14.97,46.1,3.08,4.92,0.0,0.0,0.0,88.9,108.9,128.9,58.3,9999.0,9999.0,3.0,3.0,0
todd heap,2011,TE,Arizona St.,1980-03-16,31.482191780821918,77,252,10,['ARI'],36,24,283,1,0,0,0,0.0,283,10,4,0.06679035250463822,0.0784313725490196,0.07155499367888749,0.047619047619047616,0.0,0.0,0.0,0.6667,11.79,28.3,2.4,3.6,0.0,0.0,0.0,34.3,46.3,58.3,17.4,9999.0,9999.0,1.0,2.0,0
todd heap,2012,TE,Arizona St.,1980-03-16,32.484931506849314,77,252,11,['ARI'],13,8,94,0,0,0,0,0.0,94,2,1,0.021630615640599003,0.024024024024024024,0.02795954788816181,0.0,0.0,0.0,0.0,0.6154,11.75,47.0,4.0,6.5,0.0,0.0,0.0,9.4,13.4,17.4,0.0,9999.0,9999.0,2.0,3.0,0
todd watkins,2009,WR,"Norfolk St.,Grossmont College (CA),BYU",1983-06-22,26.213698630136985,74,187,1,['LV'],19,8,90,0,0,0,0,0.0,90,13,1,0.039832285115303984,0.03137254901960784,0.03130434782608696,0.0,0.0,0.0,0.0,0.4211,11.25,6.9,0.62,1.46,0.0,0.0,0.0,9.0,13.0,17.0,0.0,9999.0,9999.0,3.0,3.0,0
todd yoder,2009,TE,Vanderbilt,1978-03-18,31.47945205479452,76,262,9,['WAS'],5,4,9,3,0,0,0,0.0,9,16,1,0.009541984732824428,0.011764705882352941,0.00237029233605478,0.14285714285714285,0.0,0.0,0.0,0.8,2.25,0.6,0.25,0.31,0.0,0.0,0.0,18.9,20.9,22.9,0.0,9999.0,9999.0,3.0,3.0,0
tom crabtree,2010,TE,Miami (OH),1985-11-04,24.84109589041096,77,244,1,['GB'],7,4,61,0,0,0,0,0.0,61,16,1,0.013232514177693762,0.011363636363636364,0.014006888633754305,0.0,0.0,0.0,0.0,0.5714,15.25,3.8,0.25,0.44,0.0,0.0,0.0,6.1,8.1,10.1,15.8,9999.0,9999.0,3.0,3.0,0
tom crabtree,2011,TE,Miami (OH),1985-11-04,25.84109589041096,77,244,1,['GB'],8,6,38,1,0,0,0,0.0,38,16,9,0.014842300556586271,0.016,0.007371483996120271,0.0196078431372549,0.0,0.0,0.0,0.75,6.33,2.4,0.37,0.5,0.0,0.0,0.0,9.8,12.8,15.8,46.3,9999.0,9999.0,3.0,2.0,0
tom crabtree,2012,TE,Miami (OH),1985-11-04,26.843835616438355,77,244,2,['GB'],12,8,203,3,0,0,0,0.0,203,14,6,0.022099447513812154,0.021447721179624665,0.04674188349067465,0.075,0.0,0.0,0.0,0.6667,25.37,14.5,0.57,0.86,0.0,0.0,0.0,38.3,42.3,46.3,12.1,9999.0,9999.0,2.0,2.0,0
tom crabtree,2013,TE,Miami (OH),1985-11-04,27.843835616438355,77,244,3,['TB'],7,4,21,1,0,0,0,0.0,21,7,5,0.01417004048582996,0.013793103448275862,0.006603773584905661,0.047619047619047616,0.0,0.0,0.0,0.5714,5.25,3.0,0.57,1.0,0.0,0.0,0.0,8.1,10.1,12.1,0.0,9999.0,9999.0,2.0,3.0,0
tom kennedy,2021,WR,Bryant,1996-07-29,25.10958904109589,70,195,2,['DET'],10,6,54,0,0,0,0,0.0,54,12,0,0.017825311942959002,0.015267175572519083,0.01397877297437225,0.0,0.0,0.0,0.0,0.6,9.0,4.5,0.5,0.83,0.0,0.0,0.0,5.4,8.4,11.4,22.1,1582.0,778.0,2.0,3.0,0
tom kennedy,2022,WR,Bryant,1996-07-29,26.10958904109589,70,195,3,['DET'],15,8,141,0,0,0,0,0.0,141,7,1,0.026737967914438502,0.02099737532808399,0.03182844243792325,0.0,0.0,0.0,0.0,0.5333,17.62,20.1,1.14,2.14,0.0,0.0,0.0,14.1,18.1,22.1,0.0,778.0,821.0,3.0,3.0,0
tom kennedy,2024,WR,Bryant,1996-07-29,28.112328767123287,70,195,5,['DET'],1,0,0,0,0,0,0,0.0,0,4,0,0.0019267822736030828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0,9999.0,3.0,3.0,0
tom santi,2009,TE,Virginia,1985-11-22,23.791780821917808,77,250,1,['IND'],11,8,107,0,0,0,0,1.0,107,3,2,0.018302828618968387,0.01990049751243781,0.023235613463626494,0.0,0.0,0.0,0.0,0.7273,13.37,35.7,2.67,3.67,0.0,0.0,0.0,9.7,13.7,17.7,0.0,9999.0,9999.0,3.0,3.0,0
tommy bohanon,2013,FB,Wake Forest,1990-09-10,22.991780821917807,73,246,0,['NYJ'],16,11,69,0,17,62,0,0.0,131,16,8,0.03361344537815126,0.04150943396226415,0.02118513969910961,0.0,0.0412621359223301,0.03540833809251856,0.0,0.6875,6.27,4.3,0.69,1.0,3.65,1.06,3.9,13.100000000000001,18.6,24.1,5.3,9999.0,9999.0,1.0,1.0,0
tommy bohanon,2014,FB,Wake Forest,1990-09-10,23.991780821917807,73,246,1,['NYJ'],2,2,30,0,1,3,0,0.0,33,4,2,0.004166666666666667,0.006968641114982578,0.009357454772301934,0.0,0.0023752969121140144,0.0015906680805938495,0.0,1.0,15.0,7.5,0.5,0.5,3.0,0.25,0.7,3.3,4.3,5.3,9.8,9999.0,9999.0,1.0,1.0,1
tommy bohanon,2015,FB,Wake Forest,1990-09-10,24.991780821917807,73,246,2,['NYJ'],8,4,56,0,2,2,0,0.0,58,16,4,0.013445378151260505,0.011204481792717087,0.013592233009708738,0.0,0.0051813471502590676,0.0012787723785166241,0.0,0.5,14.0,3.5,0.25,0.5,1.0,0.12,0.1,5.8,7.8,9.8,28.8,9999.0,9999.0,1.0,1.0,0
tommy bohanon,2017,FB,Wake Forest,1990-09-10,26.994520547945207,73,246,4,['JAX'],11,6,43,1,5,5,2,0.0,48,16,10,0.02127659574468085,0.0189873417721519,0.011571582346609257,0.047619047619047616,0.010752688172043012,0.002570694087403599,0.125,0.5454,7.17,2.7,0.37,0.69,1.0,0.31,0.3,22.8,25.8,28.8,10.1,762.0,394.0,1.0,1.0,0
tommy bohanon,2018,FB,Wake Forest,1990-09-10,27.994520547945207,73,246,5,['JAX'],9,6,41,0,1,0,0,0.0,41,16,6,0.01717557251908397,0.0182370820668693,0.011949868842902944,0.0,0.0029498525073746312,0.0,0.0,0.6667,6.83,2.6,0.37,0.56,0.0,0.06,0.0,4.1,7.1,10.1,0.0,394.0,9999.0,1.0,3.0,0
tommy gallarda,2012,TE,Boise St.,1988-05-08,24.334246575342465,77,262,0,['ATL'],4,1,7,0,0,0,0,0.0,7,9,0,0.006578947368421052,0.0023752969121140144,0.001483679525222552,0.0,0.0,0.0,0.0,0.25,7.0,0.8,0.11,0.44,0.0,0.0,0.0,0.7,1.2,1.7,0.0,9999.0,9999.0,3.0,3.0,0
tommy hudson,2021,TE,Arizona St.,1997-02-22,24.53972602739726,77,255,1,['TEN'],6,3,31,0,0,0,0,0.0,31,5,0,0.011516314779270634,0.008379888268156424,0.008290986894891682,0.0,0.0,0.0,0.0,0.5,10.33,6.2,0.6,1.2,0.0,0.0,0.0,3.1,4.6,6.1,0.0,414.0,9999.0,4.0,3.0,0
tommy stevens,2020,TE,"Penn St.,Mississippi St.",1996-12-15,23.72876712328767,77,235,0,['CAR'],0,0,0,0,4,24,0,0.0,24,1,0,0.0,0.0,0.0,0.0,0.011594202898550725,0.017191977077363897,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,24.0,2.4,2.4,2.4,0.0,9999.0,9999.0,3.0,3.0,0
tommy streeter,2014,WR,Miami (FL),1989-10-07,24.91780821917808,77,219,0,['JAX'],1,0,0,0,0,0,0,0.0,0,2,0,0.0018083182640144665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,9999.0,3.0,3.0,0
tommy sweeney,2019,TE,Boston Col.,1995-07-01,24.186301369863013,77,255,0,['BUF'],13,8,114,0,0,0,0,0.0,114,6,1,0.026915113871635612,0.026845637583892617,0.03280575539568345,0.0,0.0,0.0,0.0,0.6154,14.25,19.0,1.33,2.17,0.0,0.0,0.0,11.4,15.4,19.4,18.4,594.0,451.0,3.0,4.0,0
tommy sweeney,2021,TE,Boston Col.,1995-07-01,26.18904109589041,77,255,2,['BUF'],12,9,44,1,0,0,0,1.0,44,13,3,0.019261637239165328,0.021686746987951807,0.009887640449438202,0.027777777777777776,0.0,0.0,0.0,0.75,4.89,3.4,0.69,0.92,0.0,0.0,0.0,9.4,13.9,18.4,1.7,451.0,461.0,2.0,2.0,0
tommy sweeney,2022,TE,Boston Col.,1995-07-01,27.18904109589041,77,255,3,['BUF'],1,1,7,0,0,0,0,0.0,7,5,0,0.0018148820326678765,0.002770083102493075,0.0016313213703099511,0.0,0.0,0.0,0.0,0.9999,7.0,1.4,0.2,0.2,0.0,0.0,0.0,0.7,1.2,1.7,0.0,461.0,827.0,2.0,3.0,0
tommy tremble,2021,TE,Notre Dame,2000-06-02,21.263013698630136,76,250,0,['CAR'],35,20,180,1,3,11,1,0.0,191,16,11,0.06086956521739131,0.05747126436781609,0.05037783375314862,0.07142857142857142,0.008522727272727272,0.008070432868672046,0.14285714285714285,0.5714,9.0,11.2,1.25,2.19,3.67,0.19,0.7,31.1,41.1,51.1,53.4,497.0,389.0,2.0,2.0,0
tommy tremble,2022,TE,Notre Dame,2000-06-02,22.263013698630136,76,250,1,['CAR'],32,19,174,3,0,0,0,1.0,174,17,4,0.07494145199063232,0.07116104868913857,0.053604436229205174,0.1875,0.0,0.0,0.0,0.5937,9.16,10.2,1.12,1.88,0.0,0.0,0.0,34.4,43.9,53.4,60.4,389.0,492.0,2.0,3.0,0
tommy tremble,2023,TE,Notre Dame,2000-06-02,23.263013698630136,76,250,2,['CAR'],32,23,194,3,0,0,0,0.0,194,16,8,0.0599250936329588,0.06571428571428571,0.05978428351309707,0.23076923076923078,0.0,0.0,0.0,0.7187,8.43,12.1,1.44,2.0,0.0,0.0,0.0,37.4,48.9,60.4,57.4,492.0,721.0,3.0,2.0,0
tommy tremble,2024,TE,Notre Dame,2000-06-02,24.265753424657536,76,250,3,['CAR'],32,23,234,2,0,0,0,1.0,234,12,11,0.061895551257253385,0.06744868035190615,0.06860158311345646,0.09090909090909091,0.0,0.0,0.0,0.7187,10.17,19.5,1.92,2.67,0.0,0.0,0.0,34.4,45.9,57.4,0.0,721.0,9999.0,2.0,3.0,0
tommylee lewis,2016,WR,Northern Illinois,1992-10-24,23.87123287671233,67,168,0,['NO'],11,7,76,0,3,11,0,2.0,87,12,1,0.016566265060240965,0.014830508474576272,0.014454165081780145,0.0,0.007874015748031496,0.006387921022067364,0.0,0.6364,10.86,6.3,0.58,0.92,3.67,0.25,0.9,6.699999999999999,10.2,13.7,28.0,9999.0,9999.0,3.0,3.0,0
tommylee lewis,2017,WR,Northern Illinois,1992-10-24,24.87123287671233,67,168,1,['NO'],15,10,116,1,2,14,0,1.0,130,15,0,0.02835538752362949,0.025906735751295335,0.0267651130595293,0.043478260869565216,0.004914004914004914,0.006809338521400778,0.0,0.6667,11.6,7.7,0.67,1.0,7.0,0.13,0.9,18.0,23.0,28.0,15.0,367.0,550.0,3.0,3.0,0
tommylee lewis,2018,WR,Northern Illinois,1992-10-24,25.87123287671233,67,168,2,['NO'],3,3,60,1,2,10,0,1.0,70,7,3,0.005964214711729622,0.007957559681697613,0.014391940513312544,0.030303030303030304,0.00510204081632653,0.005549389567147614,0.0,1.0,20.0,8.6,0.43,0.43,5.0,0.29,1.4,12.0,13.5,15.0,2.9,550.0,9999.0,3.0,2.0,0
tommylee lewis,2020,WR,Northern Illinois,1992-10-24,27.873972602739727,67,168,4,['NO'],3,1,5,0,2,14,0,0.0,19,5,0,0.006048387096774193,0.0027624309392265192,0.0012997140629061607,0.0,0.005249343832020997,0.007709251101321586,0.0,0.3333,5.0,1.0,0.2,0.6,7.0,0.4,2.8,1.9,2.4,2.9,1.7,9999.0,9999.0,2.0,3.0,0
